Store,Dept,Date,Predicted_Sales
7,80,2012-11-09,356.67014
7,80,2012-11-16,358.3487
7,80,2012-11-23,358.1087
7,81,2012-11-02,5650.3823
7,81,2012-11-09,5629.1206
7,81,2012-11-16,5635.798
7,81,2012-11-23,5636.625
7,82,2012-11-02,8272.303
7,82,2012-11-09,8217.006
7,82,2012-11-16,8188.1553
7,82,2012-11-23,8189.8833
7,83,2012-11-02,502.3524
7,83,2012-11-09,501.77563
7,83,2012-11-16,503.07422
7,83,2012-11-23,502.33997
7,85,2012-11-02,1617.9657
7,85,2012-11-09,1598.4008
7,85,2012-11-16,1593.6868
7,85,2012-11-23,1566.2025
7,87,2012-11-02,13365.084
7,87,2012-11-09,13317.77
7,87,2012-11-16,13318.367
7,87,2012-11-23,13345.441
7,90,2012-11-02,13562.886
7,90,2012-11-09,13331.912
7,90,2012-11-16,13331.912
7,90,2012-11-23,13211.007
7,91,2012-11-02,9532.373
7,91,2012-11-09,9485.192
7,91,2012-11-16,9485.192
7,91,2012-11-23,9484.999
7,92,2012-11-02,25342.393
7,92,2012-11-09,25349.543
7,92,2012-11-16,25460.73
7,92,2012-11-23,25463.508
7,93,2012-11-02,1645.1118
7,93,2012-11-09,1668.0045
7,93,2012-11-16,1662.5647
7,93,2012-11-23,1668.0045
7,94,2012-11-02,1187.6971
7,94,2012-11-09,1162.333
7,94,2012-11-16,1194.3646
7,94,2012-11-23,1223.5762
7,95,2012-11-02,29762.07
7,95,2012-11-09,29813.092
7,95,2012-11-16,29813.092
7,95,2012-11-23,29813.092
7,96,2012-11-02,735.26117
7,96,2012-11-09,746.5364
7,96,2012-11-16,743.2211
7,96,2012-11-23,743.2211
7,97,2012-11-02,3736.6638
7,97,2012-11-09,3599.7407
7,97,2012-11-16,3514.005
7,97,2012-11-23,3513.9216
7,98,2012-11-02,89.84775
7,98,2012-11-09,77.54405
7,98,2012-11-16,80.79052
7,98,2012-11-23,81.4893
8,1,2012-11-02,22671.205
8,1,2012-11-09,21354.096
8,1,2012-11-16,18263.812
8,1,2012-11-23,21354.096
8,2,2012-11-02,33174.465
8,2,2012-11-09,32909.11
8,2,2012-11-16,32857.58
8,2,2012-11-23,32864.88
8,3,2012-11-02,7284.3647
8,3,2012-11-09,7319.3203
8,3,2012-11-16,7310.5635
8,3,2012-11-23,7309.973
8,4,2012-11-02,21285.26
8,4,2012-11-09,21260.39
8,4,2012-11-16,21260.295
8,4,2012-11-23,21266.264
8,5,2012-11-02,21648.428
8,5,2012-11-09,22662.197
8,5,2012-11-16,22449.496
8,5,2012-11-23,22297.336
8,6,2012-11-02,2227.219
8,6,2012-11-09,2329.1772
8,6,2012-11-16,2324.8606
8,6,2012-11-23,2321.7183
8,7,2012-11-02,18368.145
8,7,2012-11-09,18779.867
8,7,2012-11-16,18631.709
8,7,2012-11-23,18631.709
8,8,2012-11-02,27914.549
8,8,2012-11-09,28032.521
8,8,2012-11-16,28111.941
8,8,2012-11-23,28085.346
8,9,2012-11-02,10168.676
8,9,2012-11-09,10094.69
8,9,2012-11-16,10063.891
8,9,2012-11-23,10146.557
8,10,2012-11-02,20321.812
8,10,2012-11-09,20272.867
8,10,2012-11-16,20278.875
8,10,2012-11-23,20269.787
8,11,2012-11-02,18443.418
8,11,2012-11-09,18831.885
8,11,2012-11-16,18599.295
8,11,2012-11-23,18605.367
8,12,2012-11-02,7998.849
8,12,2012-11-09,7996.5874
8,12,2012-11-16,7993.28
8,12,2012-11-23,7993.28
8,13,2012-11-02,25117.818
8,13,2012-11-09,25142.535
8,13,2012-11-16,25116.63
8,13,2012-11-23,25119.674
8,14,2012-11-02,9237.448
8,14,2012-11-09,9341.975
8,14,2012-11-16,9565.789
8,14,2012-11-23,9981.854
8,16,2012-11-02,4995.289
8,16,2012-11-09,4632.236
8,16,2012-11-16,4794.069
8,16,2012-11-23,4750.7734
8,17,2012-11-02,6288.7524
8,17,2012-11-09,6278.5605
8,17,2012-11-16,6281.3667
8,17,2012-11-23,6280.585
8,18,2012-11-02,17746.227
8,18,2012-11-09,17618.219
8,18,2012-11-16,16953.068
8,18,2012-11-23,16954.459
8,19,2012-11-02,589.6734
8,19,2012-11-09,586.50934
8,19,2012-11-16,586.7768
8,19,2012-11-23,590.5278
8,20,2012-11-02,2926.1057
8,20,2012-11-09,2918.956
8,20,2012-11-16,2928.0151
8,20,2012-11-23,2928.559
8,21,2012-11-02,3724.698
8,21,2012-11-09,3687.5837
8,21,2012-11-16,3706.893
8,21,2012-11-23,3629.772
8,22,2012-11-02,6710.8374
8,22,2012-11-09,6648.3994
8,22,2012-11-16,6640.72
8,22,2012-11-23,6644.7017
8,23,2012-11-02,16900.055
8,23,2012-11-09,17104.773
8,23,2012-11-16,17056.238
8,23,2012-11-23,17104.16
8,24,2012-11-02,3678.2278
8,24,2012-11-09,3686.846
8,24,2012-11-16,3707.4072
8,24,2012-11-23,3746.296
8,25,2012-11-02,5970.024
8,25,2012-11-09,5964.467
8,25,2012-11-16,5958.972
8,25,2012-11-23,5950.317
8,26,2012-11-02,5926.892
8,26,2012-11-09,5927.4785
8,26,2012-11-16,5956.3394
8,26,2012-11-23,5964.4175
8,27,2012-11-02,1382.7626
8,27,2012-11-09,1410.7181
8,27,2012-11-16,1403.9347
8,27,2012-11-23,1421.7678
8,28,2012-11-02,419.95886
8,28,2012-11-09,418.08514
8,28,2012-11-16,402.73676
8,28,2012-11-23,403.41443
8,29,2012-11-02,2707.7063
8,29,2012-11-09,2739.1233
8,29,2012-11-16,2734.4185
8,29,2012-11-23,2731.409
8,30,2012-11-02,1727.6049
8,30,2012-11-09,1743.208
8,30,2012-11-16,1744.277
8,30,2012-11-23,1743.7375
8,31,2012-11-02,1700.1329
8,31,2012-11-09,1756.5624
8,31,2012-11-16,1773.8135
8,31,2012-11-23,1724.0453
8,32,2012-11-02,3696.1357
8,32,2012-11-09,3696.3574
8,32,2012-11-16,3695.8025
8,32,2012-11-23,3694.6113
8,33,2012-11-02,6309.78
8,33,2012-11-09,6556.1704
8,33,2012-11-16,6921.2446
8,33,2012-11-23,6934.842
8,34,2012-11-02,6733.858
8,34,2012-11-09,6741.395
8,34,2012-11-16,6763.431
8,34,2012-11-23,6762.086
8,35,2012-11-02,1567.0658
8,35,2012-11-09,1567.2639
8,35,2012-11-16,1620.9547
8,35,2012-11-23,1628.6123
8,36,2012-11-02,968.4908
8,36,2012-11-09,970.84265
8,36,2012-11-16,985.0269
8,36,2012-11-23,972.92126
8,37,2012-11-02,2009.1681
8,37,2012-11-09,1998.6477
8,37,2012-11-16,2001.4073
8,37,2012-11-23,1984.081
8,38,2012-11-02,66572.695
8,38,2012-11-09,66687.35
8,38,2012-11-16,66665.03
8,38,2012-11-23,66498.49
8,40,2012-11-02,38995.957
8,40,2012-11-09,39041.438
8,40,2012-11-16,39047.945
8,40,2012-11-23,39052.84
8,41,2012-11-02,1401.4768
8,41,2012-11-09,1451.1729
8,41,2012-11-16,1400.8756
8,41,2012-11-23,1409.8569
8,42,2012-11-02,5665.3076
8,42,2012-11-09,5665.3027
8,42,2012-11-16,5664.72
8,42,2012-11-23,5658.359
8,44,2012-11-02,5527.081
8,44,2012-11-09,5429.2866
8,44,2012-11-16,5393.2153
8,44,2012-11-23,5485.37
8,46,2012-11-02,16316.154
8,46,2012-11-09,16245.111
8,46,2012-11-16,16241.95
8,46,2012-11-23,16243.573
8,49,2012-11-02,1855.5607
8,49,2012-11-09,1860.895
8,49,2012-11-16,1943.7495
8,49,2012-11-23,1911.9325
8,52,2012-11-02,1347.5061
8,52,2012-11-09,1352.0125
8,52,2012-11-16,1350.6036
8,52,2012-11-23,1356.9174
8,54,2012-11-02,12.789856
8,54,2012-11-09,9.320572
8,54,2012-11-16,14.298747
8,54,2012-11-23,14.110683
8,55,2012-11-02,5661.6455
8,55,2012-11-09,5703.4736
8,55,2012-11-16,6803.2036
8,55,2012-11-23,6783.4844
8,56,2012-11-02,931.8963
8,56,2012-11-09,1037.2883
8,56,2012-11-16,1077.2505
8,56,2012-11-23,1081.7921
8,58,2012-11-02,1057.0824
8,58,2012-11-09,1057.7661
8,58,2012-11-16,1058.0719
8,58,2012-11-23,1057.6055
8,59,2012-11-02,180.1853
8,59,2012-11-09,201.56393
8,59,2012-11-16,215.8362
8,59,2012-11-23,227.59933
8,60,2012-11-02,265.39706
8,60,2012-11-09,266.0816
8,60,2012-11-16,263.85104
8,60,2012-11-23,264.4565
8,67,2012-11-02,6139.817
8,67,2012-11-09,6161.6587
8,67,2012-11-16,5978.7007
8,67,2012-11-23,5687.206
8,71,2012-11-02,1009.4857
8,71,2012-11-09,1023.1546
8,71,2012-11-16,1008.38446
8,71,2012-11-23,1008.38446
8,72,2012-11-02,33318.965
8,72,2012-11-09,33747.688
8,72,2012-11-16,33948.64
8,72,2012-11-23,34002.28
8,74,2012-11-02,9213.4795
8,74,2012-11-09,9237.79
8,74,2012-11-16,9211.384
8,74,2012-11-23,9193.122
8,79,2012-11-02,19016.13
8,79,2012-11-09,19017.15
8,79,2012-11-16,19079.332
8,79,2012-11-23,19168.627
8,80,2012-11-02,9724.938
8,80,2012-11-09,9702.438
8,80,2012-11-16,9704.189
8,80,2012-11-23,9707.921
8,81,2012-11-02,11955.988
8,81,2012-11-09,11971.215
8,81,2012-11-16,11990.564
8,81,2012-11-23,11977.1
8,82,2012-11-02,13958.301
8,82,2012-11-09,13962.569
8,82,2012-11-16,14030.982
8,82,2012-11-23,14040.738
8,83,2012-11-02,2246.8083
8,83,2012-11-09,2246.289
8,83,2012-11-16,2251.94
8,83,2012-11-23,2265.3486
8,85,2012-11-02,1706.0957
8,85,2012-11-09,1714.6595
8,85,2012-11-16,1720.8174
8,85,2012-11-23,1714.9221
8,87,2012-11-02,21495.873
8,87,2012-11-09,21399.516
8,87,2012-11-16,21512.602
8,87,2012-11-23,21618.93
8,90,2012-11-02,39981.035
8,90,2012-11-09,39929.03
8,90,2012-11-16,39867.215
8,90,2012-11-23,39915.81
8,91,2012-11-02,29083.428
8,91,2012-11-09,29105.814
8,91,2012-11-16,29300.191
8,91,2012-11-23,29328.42
8,92,2012-11-02,62097.15
8,92,2012-11-09,62424.91
8,92,2012-11-16,63133.617
8,92,2012-11-23,64434.0
8,93,2012-11-02,27004.234
8,93,2012-11-09,27155.385
8,93,2012-11-16,27544.596
8,93,2012-11-23,27487.854
8,94,2012-11-02,23594.285
8,94,2012-11-09,23561.85
8,94,2012-11-16,23692.518
8,94,2012-11-23,23639.615
8,95,2012-11-02,58549.574
8,95,2012-11-09,58422.164
8,95,2012-11-16,58386.52
8,95,2012-11-23,58585.293
8,97,2012-11-02,16360.789
8,97,2012-11-09,16421.72
8,97,2012-11-16,16594.738
8,97,2012-11-23,16589.322
8,98,2012-11-02,7991.903
8,98,2012-11-09,7965.1484
8,98,2012-11-16,7964.2896
8,98,2012-11-23,7984.2534
8,99,2012-11-02,-34.313858
8,99,2012-11-09,-38.367584
8,99,2012-11-16,-38.367584
8,99,2012-11-23,-3.282545
9,1,2012-11-02,19730.934
9,1,2012-11-09,19005.488
9,1,2012-11-16,16588.062
9,1,2012-11-23,16588.062
9,2,2012-11-02,24893.662
9,2,2012-11-09,24889.367
9,2,2012-11-16,24834.525
9,2,2012-11-23,24874.324
9,3,2012-11-02,5883.915
9,3,2012-11-09,5908.0303
9,3,2012-11-16,5859.419
9,3,2012-11-23,5866.1914
9,4,2012-11-02,18545.95
9,4,2012-11-09,18540.414
9,4,2012-11-16,18536.084
9,4,2012-11-23,18536.107
9,5,2012-11-02,20145.303
9,5,2012-11-09,20279.95
9,5,2012-11-16,20259.07
9,5,2012-11-23,20255.514
9,6,2012-11-02,2047.6335
9,6,2012-11-09,2551.5173
9,6,2012-11-16,2560.3252
9,6,2012-11-23,2232.8735
9,7,2012-11-02,13687.312
9,7,2012-11-09,13737.61
9,7,2012-11-16,13760.024
9,7,2012-11-23,13752.491
9,8,2012-11-02,24352.125
9,8,2012-11-09,24386.1
9,8,2012-11-16,24395.291
9,8,2012-11-23,24395.174
9,9,2012-11-02,14061.102
9,9,2012-11-09,14016.306
9,9,2012-11-16,14029.228
9,9,2012-11-23,14021.565
9,10,2012-11-02,13647.629
9,10,2012-11-09,13759.26
9,10,2012-11-16,13779.328
9,10,2012-11-23,13779.328
9,11,2012-11-02,14898.646
9,11,2012-11-09,14938.701
9,11,2012-11-16,14849.859
9,11,2012-11-23,14983.763
9,12,2012-11-02,7553.6426
9,12,2012-11-09,7537.7026
9,12,2012-11-16,7538.478
9,12,2012-11-23,7530.5034
9,13,2012-11-02,22049.898
9,13,2012-11-09,22065.316
9,13,2012-11-16,22067.984
9,13,2012-11-23,22045.41
9,14,2012-11-02,7398.557
9,14,2012-11-09,7401.172
9,14,2012-11-16,7565.72
9,14,2012-11-23,7582.724
9,16,2012-11-02,3267.9412
9,16,2012-11-09,3116.8718
9,16,2012-11-16,3059.7722
9,16,2012-11-23,3096.0515
9,17,2012-11-02,4898.2246
9,17,2012-11-09,4923.8105
9,17,2012-11-16,4947.5405
9,17,2012-11-23,4944.3257
9,18,2012-11-02,8357.144
9,18,2012-11-09,8786.213
9,18,2012-11-16,8433.064
9,18,2012-11-23,8489.551
9,19,2012-11-02,1766.0731
9,19,2012-11-09,1769.1117
9,19,2012-11-16,1771.1089
9,19,2012-11-23,1771.1986
9,20,2012-11-02,3003.7588
9,20,2012-11-09,3005.1562
9,20,2012-11-16,3027.7935
9,20,2012-11-23,2996.6858
9,21,2012-11-02,3529.1584
9,21,2012-11-09,3530.9124
9,21,2012-11-16,3526.4973
9,21,2012-11-23,3522.678
9,22,2012-11-02,5509.4897
9,22,2012-11-09,5530.384
9,22,2012-11-16,5539.7324
9,22,2012-11-23,5543.613
9,23,2012-11-02,14462.287
9,23,2012-11-09,15393.743
9,23,2012-11-16,15066.237
9,23,2012-11-23,15334.833
9,24,2012-11-02,3207.6377
9,24,2012-11-09,3563.9678
9,24,2012-11-16,3610.0627
9,24,2012-11-23,3629.4011
9,25,2012-11-02,4305.249
9,25,2012-11-09,4219.4224
9,25,2012-11-16,4236.746
9,25,2012-11-23,4234.26
9,26,2012-11-02,4504.6396
9,26,2012-11-09,4505.919
9,26,2012-11-16,4451.7397
9,26,2012-11-23,4522.684
9,27,2012-11-02,713.6743
9,27,2012-11-09,777.17395
9,27,2012-11-16,773.02435
9,27,2012-11-23,788.241
9,28,2012-11-02,246.78247
9,28,2012-11-09,246.95847
9,28,2012-11-16,249.30072
9,28,2012-11-23,251.5491
9,29,2012-11-02,2156.602
9,29,2012-11-09,2248.103
9,29,2012-11-16,2239.8289
9,29,2012-11-23,2241.8384
9,30,2012-11-02,1287.2896
9,30,2012-11-09,1300.0428
9,30,2012-11-16,1309.632
9,30,2012-11-23,1293.5399
9,31,2012-11-02,1344.0963
9,31,2012-11-09,1398.8676
9,31,2012-11-16,1419.0431
9,31,2012-11-23,1402.2935
9,32,2012-11-02,3216.3198
9,32,2012-11-09,3227.2637
9,32,2012-11-16,3221.4958
9,32,2012-11-23,3325.0803
9,33,2012-11-02,3057.653
9,33,2012-11-09,3257.8477
9,33,2012-11-16,3275.8076
9,33,2012-11-23,3248.1821
9,34,2012-11-02,5385.38
9,34,2012-11-09,5319.2944
9,34,2012-11-16,5348.339
9,34,2012-11-23,5348.231
9,35,2012-11-02,876.0759
9,35,2012-11-09,887.61
9,35,2012-11-16,897.8419
9,35,2012-11-23,887.7439
9,36,2012-11-02,466.54846
9,36,2012-11-09,507.01254
9,36,2012-11-16,511.36057
9,36,2012-11-23,526.8741
9,38,2012-11-02,64348.53
9,38,2012-11-09,64644.84
9,38,2012-11-16,64489.74
9,38,2012-11-23,64489.74
9,40,2012-11-02,30595.777
9,40,2012-11-09,30692.686
9,40,2012-11-16,30660.068
9,40,2012-11-23,30789.63
9,41,2012-11-02,1293.4634
9,41,2012-11-09,1212.7188
9,41,2012-11-16,1245.3457
9,41,2012-11-23,1255.9122
9,42,2012-11-02,3447.9646
9,42,2012-11-09,3421.2139
9,42,2012-11-16,3431.9292
9,42,2012-11-23,3453.3625
9,44,2012-11-02,4768.802
9,44,2012-11-09,4728.253
9,44,2012-11-16,4799.08
9,44,2012-11-23,4913.676
9,46,2012-11-02,6747.29
9,46,2012-11-09,6752.1123
9,46,2012-11-16,6754.497
9,46,2012-11-23,6755.009
9,48,2012-11-02,598.1028
9,48,2012-11-09,617.68286
9,48,2012-11-16,730.8226
9,48,2012-11-23,778.52856
9,49,2012-11-02,30.575285
9,49,2012-11-09,33.036537
9,49,2012-11-16,32.096397
9,49,2012-11-23,32.222237
9,52,2012-11-02,1814.395
9,52,2012-11-09,1831.515
9,52,2012-11-16,1820.967
9,52,2012-11-23,1822.4291
9,54,2012-10-12,6.7609377
9,54,2012-10-19,7.4071417
9,54,2012-10-26,5.4764996
9,54,2012-11-02,5.461911
9,55,2012-11-02,7492.026
9,55,2012-11-09,7378.118
9,55,2012-11-16,9403.893
9,55,2012-11-23,10112.194
9,56,2012-11-02,816.07324
9,56,2012-11-09,818.3359
9,56,2012-11-16,824.8961
9,56,2012-11-23,822.28314
9,59,2012-11-02,19.521141
9,59,2012-11-09,19.521141
9,59,2012-11-16,19.521141
9,59,2012-11-23,19.521141
9,60,2012-11-02,103.175026
9,60,2012-11-09,102.63348
9,60,2012-11-16,102.62816
9,60,2012-11-23,102.63953
9,67,2012-11-02,4068.74
9,67,2012-11-09,4156.7485
9,67,2012-11-16,4172.9175
9,67,2012-11-23,4129.421
9,71,2012-11-02,1247.1707
9,71,2012-11-09,1237.9911
9,71,2012-11-16,1252.7867
9,71,2012-11-23,1249.4822
9,72,2012-11-02,30775.05
9,72,2012-11-09,30853.404
9,72,2012-11-16,30794.545
9,72,2012-11-23,30607.986
9,74,2012-11-02,6875.631
9,74,2012-11-09,6949.967
9,74,2012-11-16,6998.697
9,74,2012-11-23,6997.523
9,79,2012-11-02,12621.266
9,79,2012-11-09,12611.885
9,79,2012-11-16,12622.049
9,79,2012-11-23,12620.695
9,81,2012-11-02,2579.3938
9,81,2012-11-09,2579.4387
9,81,2012-11-16,2578.973
9,81,2012-11-23,2579.0105
9,82,2012-11-02,10501.404
9,82,2012-11-09,10512.007
9,82,2012-11-16,10486.144
9,82,2012-11-23,10496.313
9,85,2012-11-02,631.4898
9,85,2012-11-09,623.6698
9,85,2012-11-16,624.6693
9,85,2012-11-23,622.59106
9,87,2012-11-02,12661.845
9,87,2012-11-09,12678.011
9,87,2012-11-16,12833.749
9,87,2012-11-23,12693.918
9,90,2012-11-02,3109.0823
9,90,2012-11-09,3136.5085
9,90,2012-11-16,3137.0508
9,90,2012-11-23,3134.035
9,91,2012-11-02,887.9663
9,91,2012-11-09,889.832
9,91,2012-11-16,901.5442
9,91,2012-11-23,901.4966
9,92,2012-11-02,18325.625
9,92,2012-11-09,18644.924
9,92,2012-11-16,18477.803
9,92,2012-11-23,18584.49
9,94,2012-11-02,184.08873
9,94,2012-11-09,203.36786
9,94,2012-11-16,173.29654
9,94,2012-11-23,164.98293
9,95,2012-11-02,32772.758
9,95,2012-11-09,32656.182
9,95,2012-11-16,32746.627
9,95,2012-11-23,32628.256
9,96,2012-11-02,4591.232
9,96,2012-11-09,4708.373
9,96,2012-11-16,4694.5625
9,96,2012-11-23,4697.8677
10,1,2012-11-02,62036.094
10,1,2012-11-09,68357.47
10,1,2012-11-16,66330.88
10,1,2012-11-23,66330.88
10,2,2012-11-02,101987.78
10,2,2012-11-09,101331.086
10,2,2012-11-16,101325.19
10,2,2012-11-23,101325.37
10,3,2012-11-02,20021.453
10,3,2012-11-09,20029.018
10,3,2012-11-16,20029.018
10,3,2012-11-23,20029.018
10,4,2012-11-02,44579.355
10,4,2012-11-09,44588.227
10,4,2012-11-16,44588.227
10,4,2012-11-23,44588.227
10,5,2012-11-02,49648.45
10,5,2012-11-09,50199.945
10,5,2012-11-16,50087.285
10,5,2012-11-23,50021.65
10,6,2012-11-02,7733.1343
10,6,2012-11-09,7727.989
10,6,2012-11-16,7704.811
10,6,2012-11-23,7984.3276
10,7,2012-11-02,54615.496
10,7,2012-11-09,54584.566
10,7,2012-11-16,54892.348
10,7,2012-11-23,55184.527
10,8,2012-11-02,85168.47
10,8,2012-11-09,85200.39
10,8,2012-11-16,85169.91
10,8,2012-11-23,85187.61
10,9,2012-11-02,56569.977
10,9,2012-11-09,56555.273
10,9,2012-11-16,56542.32
10,9,2012-11-23,56541.5
10,10,2012-11-02,43879.098
10,10,2012-11-09,43751.902
10,10,2012-11-16,43733.867
10,10,2012-11-23,43732.11
10,11,2012-11-02,25483.107
10,11,2012-11-09,25549.29
10,11,2012-11-16,25953.617
10,11,2012-11-23,26025.346
10,12,2012-11-02,8984.975
10,12,2012-11-09,8956.067
10,12,2012-11-16,8918.892
10,12,2012-11-23,8907.939
10,13,2012-11-02,60829.625
10,13,2012-11-09,60853.594
10,13,2012-11-16,60865.656
10,13,2012-11-23,60888.016
10,14,2012-11-02,32032.66
10,14,2012-11-09,31973.482
10,14,2012-11-16,32059.354
10,14,2012-11-23,32434.225
10,16,2012-11-02,11326.923
10,16,2012-11-09,11124.016
10,16,2012-11-16,11109.947
10,16,2012-11-23,11110.509
10,17,2012-11-02,24678.225
10,17,2012-11-09,24689.803
10,17,2012-11-16,24678.248
10,17,2012-11-23,24667.541
10,18,2012-11-02,27015.957
10,18,2012-11-09,27294.992
10,18,2012-11-16,26716.535
10,18,2012-11-23,27349.084
10,19,2012-11-02,3309.9575
10,19,2012-11-09,3294.975
10,19,2012-11-16,3275.5583
10,19,2012-11-23,3283.9258
10,20,2012-11-02,14213.671
10,20,2012-11-09,14157.366
10,20,2012-11-16,14154.412
10,20,2012-11-23,14220.865
10,21,2012-11-02,8161.7197
10,21,2012-11-09,8165.355
10,21,2012-11-16,8185.2236
10,21,2012-11-23,8156.484
10,22,2012-11-02,21261.52
10,22,2012-11-09,21263.094
10,22,2012-11-16,20963.402
10,22,2012-11-23,20938.604
10,23,2012-11-02,59964.15
10,23,2012-11-09,60805.926
10,23,2012-11-16,62954.56
10,23,2012-11-23,62998.207
10,24,2012-11-02,14477.126
10,24,2012-11-09,14473.83
10,24,2012-11-16,14968.843
10,24,2012-11-23,15005.558
10,25,2012-11-02,19843.605
10,25,2012-11-09,19808.44
10,25,2012-11-16,20162.438
10,25,2012-11-23,20159.535
10,26,2012-11-02,18852.195
10,26,2012-11-09,18245.078
10,26,2012-11-16,19250.84
10,26,2012-11-23,19622.285
10,27,2012-11-02,4287.6455
10,27,2012-11-09,4274.8604
10,27,2012-11-16,4368.449
10,27,2012-11-23,4461.6113
10,28,2012-11-02,1542.0742
10,28,2012-11-09,1696.311
10,28,2012-11-16,1745.8698
10,28,2012-11-23,1743.9288
10,29,2012-11-02,14280.274
10,29,2012-11-09,14372.008
10,29,2012-11-16,14739.979
10,29,2012-11-23,14762.042
10,30,2012-11-02,8785.66
10,30,2012-11-09,8755.443
10,30,2012-11-16,8760.281
10,30,2012-11-23,8769.765
10,31,2012-11-02,3867.3962
10,31,2012-11-09,3867.3962
10,31,2012-11-16,3903.494
10,31,2012-11-23,3903.494
10,32,2012-11-02,18671.785
10,32,2012-11-09,18692.676
10,32,2012-11-16,18733.09
10,32,2012-11-23,18706.914
10,33,2012-11-02,13554.382
10,33,2012-11-09,13532.316
10,33,2012-11-16,14011.642
10,33,2012-11-23,14008.881
10,34,2012-11-02,37670.082
10,34,2012-11-09,38133.21
10,34,2012-11-16,38938.45
10,34,2012-11-23,38941.97
10,35,2012-11-02,6480.115
10,35,2012-11-09,6479.9106
10,35,2012-11-16,6482.751
10,35,2012-11-23,6482.751
10,36,2012-11-02,1128.4772
10,36,2012-11-09,1072.7922
10,36,2012-11-16,1072.7922
10,36,2012-11-23,1072.7922
10,37,2012-11-02,3828.346
10,37,2012-11-09,3821.5598
10,37,2012-11-16,3823.9324
10,37,2012-11-23,3821.1716
10,38,2012-11-02,76730.59
10,38,2012-11-09,76752.65
10,38,2012-11-16,76750.36
10,38,2012-11-23,76772.08
10,40,2012-11-02,94921.29
10,40,2012-11-09,95057.29
10,40,2012-11-16,95073.16
10,40,2012-11-23,95074.6
10,41,2012-11-02,17704.105
10,41,2012-11-09,17852.82
10,41,2012-11-16,17786.873
10,41,2012-11-23,17712.871
10,42,2012-11-02,11987.919
10,42,2012-11-09,12079.548
10,42,2012-11-16,12064.049
10,42,2012-11-23,12068.809
10,44,2012-11-02,10872.746
10,44,2012-11-09,10844.928
10,44,2012-11-16,10777.616
10,44,2012-11-23,10806.312
10,45,2012-10-19,9.79442
10,45,2012-10-26,9.79442
10,45,2012-11-02,9.555012
10,45,2012-11-09,9.516511
10,46,2012-11-02,48241.277
10,46,2012-11-09,48241.277
10,46,2012-11-16,48241.277
10,46,2012-11-23,48356.63
10,47,2012-10-12,51.802937
10,47,2012-10-19,75.265724
10,47,2012-10-26,52.726604
10,47,2012-11-02,52.876057
10,48,2012-11-02,2631.5706
10,48,2012-11-09,2791.272
10,48,2012-11-16,3114.5696
10,48,2012-11-23,2893.2654
10,49,2012-11-02,20017.05
10,49,2012-11-09,19982.902
10,49,2012-11-16,20016.441
10,49,2012-11-23,20038.82
10,50,2012-11-02,4568.1807
10,50,2012-11-09,4572.1177
10,50,2012-11-16,4566.0815
10,50,2012-11-23,4564.5586
10,52,2012-11-02,4632.5527
10,52,2012-11-09,4556.379
10,52,2012-11-16,4570.304
10,52,2012-11-23,4574.8555
10,54,2012-11-02,44.8171
10,54,2012-11-09,50.92333
10,54,2012-11-16,47.68405
10,54,2012-11-23,59.897266
10,55,2012-11-02,14978.551
10,55,2012-11-09,15717.219
10,55,2012-11-16,22143.918
10,55,2012-11-23,21499.002
10,56,2012-11-02,831.5799
10,56,2012-11-09,834.93164
10,56,2012-11-16,828.904
10,56,2012-11-23,827.9587
10,58,2012-11-02,3533.5261
10,58,2012-11-09,2986.1465
10,58,2012-11-16,3065.4915
10,58,2012-11-23,3160.8474
10,59,2012-11-02,267.82343
10,59,2012-11-09,266.13025
10,59,2012-11-16,318.23376
10,59,2012-11-23,376.91693
10,60,2012-11-02,550.3465
10,60,2012-11-09,551.3561
10,60,2012-11-16,551.0074
10,60,2012-11-23,548.63995
10,67,2012-11-02,11782.928
10,67,2012-11-09,11631.027
10,67,2012-11-16,11614.431
10,67,2012-11-23,11625.272
10,71,2012-11-02,12241.578
10,71,2012-11-09,12099.238
10,71,2012-11-16,12104.982
10,71,2012-11-23,12101.74
10,72,2012-11-02,119507.68
10,72,2012-11-09,121474.24
10,72,2012-11-16,120259.77
10,72,2012-11-23,119749.95
10,74,2012-11-02,33658.035
10,74,2012-11-09,33683.836
10,74,2012-11-16,33685.664
10,74,2012-11-23,33683.86
10,79,2012-11-02,31638.158
10,79,2012-11-09,31680.97
10,79,2012-11-16,31679.848
10,79,2012-11-23,31679.691
10,80,2012-11-02,300.74176
10,80,2012-11-09,306.16513
10,80,2012-11-16,296.8473
10,80,2012-11-23,293.36502
10,81,2012-11-02,10096.138
10,81,2012-11-09,10032.544
10,81,2012-11-16,10039.888
10,81,2012-11-23,10039.442
10,82,2012-11-02,22804.586
10,82,2012-11-09,22842.213
10,82,2012-11-16,23044.4
10,82,2012-11-23,23042.264
10,83,2012-11-02,175.46307
10,83,2012-11-09,176.69682
10,83,2012-11-16,175.26778
10,83,2012-11-23,175.43268
10,85,2012-11-02,2574.4094
10,85,2012-11-09,2548.5747
10,85,2012-11-16,2539.6216
10,85,2012-11-23,2536.1497
10,87,2012-11-02,26842.818
10,87,2012-11-09,26770.502
10,87,2012-11-16,26821.986
10,87,2012-11-23,26801.17
10,90,2012-11-02,14499.45
10,90,2012-11-09,14508.825
10,90,2012-11-16,14508.144
10,90,2012-11-23,14509.013
